time,price,quantity
2024-09-16 14:31:02+00:00,57903.99000000,4.66487000
2024-09-16 14:31:02+00:00,57903.98000000,0.67490000
2024-09-16 14:31:02+00:00,57903.86000000,0.00000000
2024-09-16 14:31:02+00:00,57903.78000000,0.06249000
2024-09-16 14:31:02+00:00,57902.99000000,0.00023000
2024-09-16 14:31:02+00:00,57902.98000000,0.27360000
2024-09-16 14:31:02+00:00,57902.88000000,0.00000000
2024-09-16 14:31:02+00:00,57902.87000000,0.99086000
2024-09-16 14:31:02+00:00,57902.86000000,0.00000000
2024-09-16 14:31:02+00:00,57902.01000000,0.00023000
2024-09-16 14:31:02+00:00,57902.00000000,0.16693000
2024-09-16 14:31:02+00:00,57901.99000000,0.47174000
2024-09-16 14:31:02+00:00,57901.98000000,0.37311000
2024-09-16 14:31:02+00:00,57901.97000000,0.27350000
2024-09-16 14:31:02+00:00,57901.05000000,0.00000000
2024-09-16 14:31:02+00:00,57901.04000000,0.00000000
2024-09-16 14:31:02+00:00,57900.99000000,0.00000000
2024-09-16 14:31:02+00:00,57900.98000000,0.00000000
2024-09-16 14:31:02+00:00,57900.14000000,0.00000000
2024-09-16 14:31:02+00:00,57900.13000000,1.86403000
2024-09-16 14:31:02+00:00,57900.12000000,0.06239000
2024-09-16 14:31:02+00:00,57900.11000000,0.15400000
2024-09-16 14:31:02+00:00,57900.08000000,0.21460000
2024-09-16 14:31:02+00:00,57900.01000000,0.00013000
2024-09-16 14:31:02+00:00,57900.00000000,1.02928000
2024-09-16 14:31:02+00:00,57899.99000000,0.00000000
2024-09-16 14:31:02+00:00,57899.98000000,0.00000000
2024-09-16 14:31:02+00:00,57899.86000000,0.00000000
2024-09-16 14:31:02+00:00,57899.49000000,0.00000000
2024-09-16 14:31:02+00:00,57899.00000000,0.00000000
2024-09-16 14:31:02+00:00,57898.99000000,0.00000000
2024-09-16 14:31:02+00:00,57898.66000000,0.00000000
2024-09-16 14:31:02+00:00,57898.65000000,0.00000000
2024-09-16 14:31:02+00:00,57898.52000000,0.00000000
2024-09-16 14:31:02+00:00,57898.50000000,0.00000000
2024-09-16 14:31:02+00:00,57898.49000000,0.00000000
2024-09-16 14:31:02+00:00,57898.01000000,0.00000000
2024-09-16 14:31:02+00:00,57898.00000000,0.16670000
2024-09-16 14:31:02+00:00,57897.99000000,0.00000000
2024-09-16 14:31:02+00:00,57897.98000000,0.00000000
2024-09-16 14:31:02+00:00,57897.76000000,0.00000000
2024-09-16 14:31:02+00:00,57897.69000000,0.00000000
2024-09-16 14:31:02+00:00,57897.68000000,0.00000000
2024-09-16 14:31:02+00:00,57897.67000000,0.00000000
2024-09-16 14:31:02+00:00,57897.65000000,0.00000000
2024-09-16 14:31:02+00:00,57897.64000000,3.85962000
2024-09-16 14:31:02+00:00,57897.64000000,0.00587000
2024-09-16 14:31:02+00:00,57897.63000000,0.11807000
2024-09-16 14:31:02+00:00,57897.63000000,0.00000000
2024-09-16 14:31:02+00:00,57897.62000000,0.00577000
2024-09-16 14:31:02+00:00,57897.62000000,0.00577000
2024-09-16 14:31:02+00:00,57897.60000000,0.00576000
2024-09-16 14:31:02+00:00,57897.11000000,0.00000000
2024-09-16 14:31:02+00:00,57897.03000000,0.00000000
2024-09-16 14:31:02+00:00,57897.01000000,0.00000000
2024-09-16 14:31:02+00:00,57897.00000000,0.06921000
2024-09-16 14:31:02+00:00,57896.78000000,0.22131000
2024-09-16 14:31:02+00:00,57896.77000000,0.12223000
2024-09-16 14:31:02+00:00,57896.77000000,0.00000000
2024-09-16 14:31:02+00:00,57896.65000000,0.00023000
2024-09-16 14:31:02+00:00,57896.65000000,0.00000000
2024-09-16 14:31:02+00:00,57896.50000000,0.00062000
2024-09-16 14:31:02+00:00,57896.47000000,0.00010000
2024-09-16 14:31:02+00:00,57896.47000000,0.00000000
2024-09-16 14:31:02+00:00,57896.41000000,0.00010000
2024-09-16 14:31:02+00:00,57896.41000000,0.00000000
2024-09-16 14:31:02+00:00,57896.40000000,0.00010000
2024-09-16 14:31:02+00:00,57896.40000000,0.00000000
2024-09-16 14:31:02+00:00,57896.16000000,0.13884000
2024-09-16 14:31:02+00:00,57896.15000000,0.38963000
2024-09-16 14:31:02+00:00,57896.14000000,0.00000000
2024-09-16 14:31:02+00:00,57896.01000000,0.20758000
2024-09-16 14:31:02+00:00,57896.01000000,0.00000000
2024-09-16 14:31:02+00:00,57896.00000000,0.16670000
2024-09-16 14:31:02+00:00,57896.00000000,0.16732000
2024-09-16 14:31:02+00:00,57895.98000000,0.00173000
2024-09-16 14:31:02+00:00,57895.77000000,0.11555000
2024-09-16 14:31:02+00:00,57895.62000000,0.00084000
2024-09-16 14:31:02+00:00,57895.58000000,0.00042000
2024-09-16 14:31:02+00:00,57895.50000000,0.00063000
2024-09-16 14:31:02+00:00,57895.27000000,0.34543000
2024-09-16 14:31:02+00:00,57895.27000000,0.00000000
2024-09-16 14:31:02+00:00,57895.10000000,0.00010000
2024-09-16 14:31:02+00:00,57895.09000000,0.00042000
2024-09-16 14:31:02+00:00,57895.00000000,0.00062000
2024-09-16 14:31:02+00:00,57894.50000000,0.00062000
2024-09-16 14:31:02+00:00,57894.39000000,0.00043000
2024-09-16 14:31:02+00:00,57894.39000000,0.00043000
2024-09-16 14:31:02+00:00,57894.21000000,0.00018000
2024-09-16 14:31:02+00:00,57894.01000000,0.00013000
2024-09-16 14:31:02+00:00,57894.01000000,0.00000000
2024-09-16 14:31:02+00:00,57894.00000000,0.16670000
2024-09-16 14:31:02+00:00,57894.00000000,0.16733000
2024-09-16 14:31:02+00:00,57893.98000000,0.00000000
2024-09-16 14:31:02+00:00,57893.97000000,0.00013000
2024-09-16 14:31:02+00:00,57893.64000000,0.06239000
2024-09-16 14:31:02+00:00,57893.50000000,0.00187000
2024-09-16 14:31:02+00:00,57893.50000000,0.06952000
2024-09-16 14:31:02+00:00,57893.45000000,0.00000000
2024-09-16 14:31:02+00:00,57893.04000000,0.00000000
2024-09-16 14:31:02+00:00,57893.00000000,0.00063000
2024-09-16 14:31:02+00:00,57893.00000000,0.00063000
2024-09-16 14:31:02+00:00,57892.81000000,0.00000000
2024-09-16 14:31:02+00:00,57892.77000000,0.25873000
2024-09-16 14:31:02+00:00,57892.76000000,0.43107000
2024-09-16 14:31:02+00:00,57892.58000000,0.08634000
2024-09-16 14:31:02+00:00,57892.50000000,0.00062000
2024-09-16 14:31:02+00:00,57892.50000000,0.00062000
2024-09-16 14:31:02+00:00,57892.11000000,0.00000000
2024-09-16 14:31:02+00:00,57892.07000000,0.00000000
2024-09-16 14:31:02+00:00,57892.02000000,0.03196000
2024-09-16 14:31:02+00:00,57892.01000000,0.10002000
2024-09-16 14:31:02+00:00,57892.01000000,0.00000000
2024-09-16 14:31:02+00:00,57892.00000000,0.16733000
2024-09-16 14:31:02+00:00,57892.00000000,0.16670000
2024-09-16 14:31:02+00:00,57891.99000000,0.00000000
2024-09-16 14:31:02+00:00,57891.63000000,0.00000000
2024-09-16 14:31:02+00:00,57891.60000000,0.34545000
2024-09-16 14:31:02+00:00,57891.59000000,0.00000000
2024-09-16 14:31:02+00:00,57891.50000000,0.00062000
2024-09-16 14:31:02+00:00,57891.50000000,0.00000000
2024-09-16 14:31:02+00:00,57891.49000000,0.00043000
2024-09-16 14:31:02+00:00,57891.49000000,0.00043000
2024-09-16 14:31:02+00:00,57891.48000000,0.00000000
2024-09-16 14:31:02+00:00,57891.43000000,0.00000000
2024-09-16 14:31:02+00:00,57891.29000000,0.51755000
2024-09-16 14:31:02+00:00,57891.29000000,0.51755000
2024-09-16 14:31:02+00:00,57891.28000000,0.86258000
2024-09-16 14:31:02+00:00,57891.28000000,0.86258000
2024-09-16 14:31:02+00:00,57891.10000000,0.06908000
2024-09-16 14:31:02+00:00,57891.00000000,0.00063000
2024-09-16 14:31:02+00:00,57891.00000000,0.00000000
2024-09-16 14:31:02+00:00,57890.94000000,0.29944000
2024-09-16 14:31:02+00:00,57890.94000000,0.29944000
2024-09-16 14:31:02+00:00,57890.63000000,0.00000000
2024-09-16 14:31:02+00:00,57890.50000000,0.00062000
2024-09-16 14:31:02+00:00,57890.50000000,0.00000000
2024-09-16 14:31:02+00:00,57890.12000000,0.00000000
2024-09-16 14:31:02+00:00,57890.01000000,0.00000000
2024-09-16 14:31:02+00:00,57890.00000000,0.16905000
2024-09-16 14:31:02+00:00,57890.00000000,0.27972000
2024-09-16 14:31:02+00:00,57889.64000000,0.00173000
2024-09-16 14:31:02+00:00,57889.64000000,0.00000000
2024-09-16 14:31:02+00:00,57889.50000000,0.00062000
2024-09-16 14:31:02+00:00,57889.50000000,0.00000000
2024-09-16 14:31:02+00:00,57889.26000000,0.08634000
2024-09-16 14:31:02+00:00,57889.20000000,0.00000000
2024-09-16 14:31:02+00:00,57889.00000000,0.00063000
2024-09-16 14:31:02+00:00,57889.00000000,0.00000000
2024-09-16 14:31:02+00:00,57888.64000000,0.00000000
2024-09-16 14:31:02+00:00,57888.51000000,0.00863000
2024-09-16 14:31:02+00:00,57888.50000000,0.00000000
2024-09-16 14:31:02+00:00,57888.44000000,0.06908000
2024-09-16 14:31:02+00:00,57888.42000000,0.01300000
2024-09-16 14:31:02+00:00,57888.37000000,0.07510000
2024-09-16 14:31:02+00:00,57888.27000000,0.00009000
2024-09-16 14:31:02+00:00,57888.17000000,0.00013000
2024-09-16 14:31:02+00:00,57888.00000000,0.16670000
2024-09-16 14:31:02+00:00,57888.00000000,0.16670000
2024-09-16 14:31:02+00:00,57887.97000000,0.51728000
2024-09-16 14:31:02+00:00,57887.72000000,0.12609000
2024-09-16 14:31:02+00:00,57887.72000000,0.00000000
2024-09-16 14:31:02+00:00,57887.50000000,0.00000000
2024-09-16 14:31:02+00:00,57887.38000000,0.34548000
2024-09-16 14:31:02+00:00,57887.38000000,0.00000000
2024-09-16 14:31:02+00:00,57887.10000000,0.06465000
2024-09-16 14:31:02+00:00,57887.04000000,0.00000000
2024-09-16 14:31:02+00:00,57887.00000000,0.00000000
2024-09-16 14:31:02+00:00,57886.93000000,0.48833000
2024-09-16 14:31:02+00:00,57886.92000000,0.38971000
2024-09-16 14:31:02+00:00,57886.92000000,0.00000000
2024-09-16 14:31:02+00:00,57886.79000000,0.17270000
2024-09-16 14:31:02+00:00,57886.76000000,0.43107000
2024-09-16 14:31:02+00:00,57886.76000000,0.43107000
2024-09-16 14:31:02+00:00,57886.66000000,0.00000000
2024-09-16 14:31:02+00:00,57886.52000000,0.41593000
2024-09-16 14:31:02+00:00,57886.50000000,0.06890000
2024-09-16 14:31:02+00:00,57886.50000000,0.06890000
2024-09-16 14:31:02+00:00,57886.44000000,0.04317000
2024-09-16 14:31:02+00:00,57886.25000000,0.86258000
2024-09-16 14:31:02+00:00,57886.20000000,0.06239000
2024-09-16 14:31:02+00:00,57886.20000000,0.06239000
2024-09-16 14:31:02+00:00,57886.10000000,0.03196000
2024-09-16 14:31:02+00:00,57886.10000000,0.00000000
